clip_id,domain,event,morphology,source,system_id,track,orig_dataset,orig_id,dcase_subset,is_cc,instance_id,split,path,cond
sao_n03:VOX:19976316869787,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180309,gen,1,19976316869787,train,synth/sao_pairs_n03/VOX/19976316869787.wav,n03
sao_n03:VOX:17107470095966,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180310,gen,1,17107470095966,train,synth/sao_pairs_n03/VOX/17107470095966.wav,n03
sao_n03:VOX:124161763554827,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180313,gen,1,124161763554827,train,synth/sao_pairs_n03/VOX/124161763554827.wav,n03
sao_n03:VOX:30543501706706,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180314,gen,1,30543501706706,train,synth/sao_pairs_n03/VOX/30543501706706.wav,n03
sao_n03:VOX:279684301581995,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180315,gen,1,279684301581995,train,synth/sao_pairs_n03/VOX/279684301581995.wav,n03
sao_n03:VOX:36250835552503,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180341,gen,1,36250835552503,train,synth/sao_pairs_n03/VOX/36250835552503.wav,n03
sao_n03:VOX:156689389444159,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180344,gen,1,156689389444159,train,synth/sao_pairs_n03/VOX/156689389444159.wav,n03
sao_n03:VOX:172217591664653,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180348,gen,1,172217591664653,train,synth/sao_pairs_n03/VOX/172217591664653.wav,n03
sao_n03:VOX:166303508893577,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:180350,gen,1,166303508893577,train,synth/sao_pairs_n03/VOX/166303508893577.wav,n03
sao_n03:VOX:180653638727945,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:187909,gen,1,180653638727945,train,synth/sao_pairs_n03/VOX/180653638727945.wav,n03
sao_n03:VOX:137111104981821,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:187911,gen,1,137111104981821,val,synth/sao_pairs_n03/VOX/137111104981821.wav,n03
sao_n03:VOX:18152286093003,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:207829,gen,1,18152286093003,val,synth/sao_pairs_n03/VOX/18152286093003.wav,n03
sao_n03:VOX:119065772254994,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:215319,gen,1,119065772254994,train,synth/sao_pairs_n03/VOX/119065772254994.wav,n03
sao_n03:VOX:232009418239528,synth,VOX,other,stable_audio_open,sao,synth,generated,fsd:dev:VOX:215320,gen,1,232009418239528,train,synth/sao_pairs_n03/VOX/232009418239528.wav,n03
sao_n03:WATR:73205171816523,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:102190,gen,1,73205171816523,train,synth/sao_pairs_n03/WATR/73205171816523.wav,n03
sao_n03:WATR:81044976650271,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:102912,gen,1,81044976650271,val,synth/sao_pairs_n03/WATR/81044976650271.wav,n03
sao_n03:WATR:133237686467845,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:103955,gen,1,133237686467845,train,synth/sao_pairs_n03/WATR/133237686467845.wav,n03
sao_n03:WATR:262950939704150,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:108788,gen,1,262950939704150,train,synth/sao_pairs_n03/WATR/262950939704150.wav,n03
sao_n03:WATR:232341152129832,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:108792,gen,1,232341152129832,train,synth/sao_pairs_n03/WATR/232341152129832.wav,n03
sao_n03:WATR:257575019420937,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:114637,gen,1,257575019420937,val,synth/sao_pairs_n03/WATR/257575019420937.wav,n03
sao_n03:WATR:152240509272440,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:118857,gen,1,152240509272440,train,synth/sao_pairs_n03/WATR/152240509272440.wav,n03
sao_n03:WATR:90113984705527,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:119717,gen,1,90113984705527,val,synth/sao_pairs_n03/WATR/90113984705527.wav,n03
sao_n03:WATR:215485981726530,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:119718,gen,1,215485981726530,val,synth/sao_pairs_n03/WATR/215485981726530.wav,n03
sao_n03:WATR:17492970644284,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:119720,gen,1,17492970644284,train,synth/sao_pairs_n03/WATR/17492970644284.wav,n03
sao_n03:WATR:46431268033125,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:119722,gen,1,46431268033125,train,synth/sao_pairs_n03/WATR/46431268033125.wav,n03
sao_n03:WATR:280223902319867,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:123646,gen,1,280223902319867,train,synth/sao_pairs_n03/WATR/280223902319867.wav,n03
sao_n03:WATR:1488008977945,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:126984,gen,1,1488008977945,train,synth/sao_pairs_n03/WATR/1488008977945.wav,n03
sao_n03:WATR:148454459980492,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:127001,gen,1,148454459980492,train,synth/sao_pairs_n03/WATR/148454459980492.wav,n03
sao_n03:WATR:249469474887751,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:127669,gen,1,249469474887751,train,synth/sao_pairs_n03/WATR/249469474887751.wav,n03
sao_n03:WATR:139952589996307,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:127840,gen,1,139952589996307,train,synth/sao_pairs_n03/WATR/139952589996307.wav,n03
sao_n03:WATR:273648080472054,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:127842,gen,1,273648080472054,train,synth/sao_pairs_n03/WATR/273648080472054.wav,n03
sao_n03:WATR:184774286620423,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:127844,gen,1,184774286620423,train,synth/sao_pairs_n03/WATR/184774286620423.wav,n03
sao_n03:WATR:61201522734463,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:128049,gen,1,61201522734463,train,synth/sao_pairs_n03/WATR/61201522734463.wav,n03
sao_n03:WATR:20182184297697,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:135866,gen,1,20182184297697,train,synth/sao_pairs_n03/WATR/20182184297697.wav,n03
sao_n03:WATR:194036425665388,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:147769,gen,1,194036425665388,train,synth/sao_pairs_n03/WATR/194036425665388.wav,n03
sao_n03:WATR:149715783915007,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:150225,gen,1,149715783915007,train,synth/sao_pairs_n03/WATR/149715783915007.wav,n03
sao_n03:WATR:109180401772501,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:151253,gen,1,109180401772501,train,synth/sao_pairs_n03/WATR/109180401772501.wav,n03
sao_n03:WATR:59432029259460,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:152848,gen,1,59432029259460,train,synth/sao_pairs_n03/WATR/59432029259460.wav,n03
sao_n03:WATR:4513097649722,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:153329,gen,1,4513097649722,train,synth/sao_pairs_n03/WATR/4513097649722.wav,n03
sao_n03:WATR:218425766451430,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:153331,gen,1,218425766451430,train,synth/sao_pairs_n03/WATR/218425766451430.wav,n03
sao_n03:WATR:255206722237523,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:156969,gen,1,255206722237523,train,synth/sao_pairs_n03/WATR/255206722237523.wav,n03
sao_n03:WATR:48810076773310,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:157546,gen,1,48810076773310,train,synth/sao_pairs_n03/WATR/48810076773310.wav,n03
sao_n03:WATR:5140050315620,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:157941,gen,1,5140050315620,train,synth/sao_pairs_n03/WATR/5140050315620.wav,n03
sao_n03:WATR:54648806178684,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:157963,gen,1,54648806178684,train,synth/sao_pairs_n03/WATR/54648806178684.wav,n03
sao_n03:WATR:140290612560876,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:160687,gen,1,140290612560876,train,synth/sao_pairs_n03/WATR/140290612560876.wav,n03
sao_n03:WATR:172281538992802,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:164591,gen,1,172281538992802,train,synth/sao_pairs_n03/WATR/172281538992802.wav,n03
sao_n03:WATR:109451372633343,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:164592,gen,1,109451372633343,train,synth/sao_pairs_n03/WATR/109451372633343.wav,n03
sao_n03:WATR:265233486654064,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:164593,gen,1,265233486654064,train,synth/sao_pairs_n03/WATR/265233486654064.wav,n03
sao_n03:WATR:276116746806717,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:164594,gen,1,276116746806717,train,synth/sao_pairs_n03/WATR/276116746806717.wav,n03
sao_n03:WATR:172320367110217,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:164595,gen,1,172320367110217,train,synth/sao_pairs_n03/WATR/172320367110217.wav,n03
sao_n03:WATR:273696647957765,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:164596,gen,1,273696647957765,train,synth/sao_pairs_n03/WATR/273696647957765.wav,n03
sao_n03:WATR:198936949544621,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:165197,gen,1,198936949544621,val,synth/sao_pairs_n03/WATR/198936949544621.wav,n03
sao_n03:WATR:233261783458590,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:16584,gen,1,233261783458590,val,synth/sao_pairs_n03/WATR/233261783458590.wav,n03
sao_n03:WATR:238935042483692,synth,WATR,other,stable_audio_open,sao,synth,generated,fsd:dev:WATR:16593,gen,1,238935042483692,train,synth/sao_pairs_n03/WATR/238935042483692.wav,n03
sao_n03:WHSH:197643351384527,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:101432,gen,1,197643351384527,train,synth/sao_pairs_n03/WHSH/197643351384527.wav,n03
sao_n03:WHSH:112905416324669,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:108332,gen,1,112905416324669,val,synth/sao_pairs_n03/WHSH/112905416324669.wav,n03
sao_n03:WHSH:119551148251595,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:112155,gen,1,119551148251595,train,synth/sao_pairs_n03/WHSH/119551148251595.wav,n03
sao_n03:WHSH:81792469860369,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121649,gen,1,81792469860369,train,synth/sao_pairs_n03/WHSH/81792469860369.wav,n03
sao_n03:WHSH:96347091912593,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121650,gen,1,96347091912593,train,synth/sao_pairs_n03/WHSH/96347091912593.wav,n03
sao_n03:WHSH:125717374043266,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121651,gen,1,125717374043266,train,synth/sao_pairs_n03/WHSH/125717374043266.wav,n03
sao_n03:WHSH:43254414492574,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121652,gen,1,43254414492574,train,synth/sao_pairs_n03/WHSH/43254414492574.wav,n03
sao_n03:WHSH:260327704045337,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121653,gen,1,260327704045337,train,synth/sao_pairs_n03/WHSH/260327704045337.wav,n03
sao_n03:WHSH:275665948857068,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121730,gen,1,275665948857068,train,synth/sao_pairs_n03/WHSH/275665948857068.wav,n03
sao_n03:WHSH:105037738866685,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121735,gen,1,105037738866685,train,synth/sao_pairs_n03/WHSH/105037738866685.wav,n03
sao_n03:WHSH:52284276185005,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121736,gen,1,52284276185005,train,synth/sao_pairs_n03/WHSH/52284276185005.wav,n03
sao_n03:WHSH:152926085863329,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121738,gen,1,152926085863329,train,synth/sao_pairs_n03/WHSH/152926085863329.wav,n03
sao_n03:WHSH:125108928870396,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121739,gen,1,125108928870396,train,synth/sao_pairs_n03/WHSH/125108928870396.wav,n03
sao_n03:WHSH:17785359409851,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121740,gen,1,17785359409851,train,synth/sao_pairs_n03/WHSH/17785359409851.wav,n03
sao_n03:WHSH:210758509175917,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121741,gen,1,210758509175917,train,synth/sao_pairs_n03/WHSH/210758509175917.wav,n03
sao_n03:WHSH:114174803366911,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:121742,gen,1,114174803366911,train,synth/sao_pairs_n03/WHSH/114174803366911.wav,n03
sao_n03:WHSH:209085453129783,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:1255,gen,1,209085453129783,val,synth/sao_pairs_n03/WHSH/209085453129783.wav,n03
sao_n03:WHSH:82014423176662,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:125612,gen,1,82014423176662,train,synth/sao_pairs_n03/WHSH/82014423176662.wav,n03
sao_n03:WHSH:28527233761073,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:126369,gen,1,28527233761073,val,synth/sao_pairs_n03/WHSH/28527233761073.wav,n03
sao_n03:WHSH:147553875884217,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:126370,gen,1,147553875884217,val,synth/sao_pairs_n03/WHSH/147553875884217.wav,n03
sao_n03:WHSH:93196635914420,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:12656,gen,1,93196635914420,val,synth/sao_pairs_n03/WHSH/93196635914420.wav,n03
sao_n03:WHSH:75509579132782,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:12658,gen,1,75509579132782,val,synth/sao_pairs_n03/WHSH/75509579132782.wav,n03
sao_n03:WHSH:174602680431046,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:138003,gen,1,174602680431046,train,synth/sao_pairs_n03/WHSH/174602680431046.wav,n03
sao_n03:WHSH:123009508269011,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:14186,gen,1,123009508269011,train,synth/sao_pairs_n03/WHSH/123009508269011.wav,n03
sao_n03:WHSH:183763349994951,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144293,gen,1,183763349994951,train,synth/sao_pairs_n03/WHSH/183763349994951.wav,n03
sao_n03:WHSH:50850352804225,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144298,gen,1,50850352804225,train,synth/sao_pairs_n03/WHSH/50850352804225.wav,n03
sao_n03:WHSH:190318517957839,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144299,gen,1,190318517957839,train,synth/sao_pairs_n03/WHSH/190318517957839.wav,n03
sao_n03:WHSH:75422618808703,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144300,gen,1,75422618808703,train,synth/sao_pairs_n03/WHSH/75422618808703.wav,n03
sao_n03:WHSH:149800201967161,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144301,gen,1,149800201967161,train,synth/sao_pairs_n03/WHSH/149800201967161.wav,n03
sao_n03:WHSH:136074323810823,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144302,gen,1,136074323810823,train,synth/sao_pairs_n03/WHSH/136074323810823.wav,n03
sao_n03:WHSH:259503697667481,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144305,gen,1,259503697667481,train,synth/sao_pairs_n03/WHSH/259503697667481.wav,n03
sao_n03:WHSH:150863826137248,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144306,gen,1,150863826137248,train,synth/sao_pairs_n03/WHSH/150863826137248.wav,n03
sao_n03:WHSH:11018498095684,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144307,gen,1,11018498095684,train,synth/sao_pairs_n03/WHSH/11018498095684.wav,n03
sao_n03:WHSH:233511998819023,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144308,gen,1,233511998819023,train,synth/sao_pairs_n03/WHSH/233511998819023.wav,n03
sao_n03:WHSH:264437767728822,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:144310,gen,1,264437767728822,train,synth/sao_pairs_n03/WHSH/264437767728822.wav,n03
sao_n03:WHSH:18402729500182,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:149897,gen,1,18402729500182,val,synth/sao_pairs_n03/WHSH/18402729500182.wav,n03
sao_n03:WHSH:119050531931359,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:155393,gen,1,119050531931359,train,synth/sao_pairs_n03/WHSH/119050531931359.wav,n03
sao_n03:WHSH:211634748084862,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:157958,gen,1,211634748084862,val,synth/sao_pairs_n03/WHSH/211634748084862.wav,n03
sao_n03:WHSH:12066239077994,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:160756,gen,1,12066239077994,val,synth/sao_pairs_n03/WHSH/12066239077994.wav,n03
sao_n03:WHSH:117494989536973,synth,WHSH,other,stable_audio_open,sao,synth,generated,fsd:dev:WHSH:161415,gen,1,117494989536973,val,synth/sao_pairs_n03/WHSH/117494989536973.wav,n03
sao_n03:WIND:75997956330940,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:104078,gen,1,75997956330940,train,synth/sao_pairs_n03/WIND/75997956330940.wav,n03
sao_n03:WIND:68375038683316,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:104517,gen,1,68375038683316,train,synth/sao_pairs_n03/WIND/68375038683316.wav,n03
sao_n03:WIND:96678417862217,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:106801,gen,1,96678417862217,train,synth/sao_pairs_n03/WIND/96678417862217.wav,n03
sao_n03:WIND:206331975376508,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:109291,gen,1,206331975376508,train,synth/sao_pairs_n03/WIND/206331975376508.wav,n03
sao_n03:WIND:237229623771226,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:115759,gen,1,237229623771226,train,synth/sao_pairs_n03/WIND/237229623771226.wav,n03
sao_n03:WIND:139566926747764,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:121940,gen,1,139566926747764,train,synth/sao_pairs_n03/WIND/139566926747764.wav,n03
sao_n03:WIND:100020347842773,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:129427,gen,1,100020347842773,train,synth/sao_pairs_n03/WIND/100020347842773.wav,n03
sao_n03:WIND:96009787101573,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:129429,gen,1,96009787101573,train,synth/sao_pairs_n03/WIND/96009787101573.wav,n03
sao_n03:WIND:76153779091341,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:135780,gen,1,76153779091341,train,synth/sao_pairs_n03/WIND/76153779091341.wav,n03
sao_n03:WIND:107727353960422,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:145230,gen,1,107727353960422,train,synth/sao_pairs_n03/WIND/107727353960422.wav,n03
sao_n03:WIND:135070840227288,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:151853,gen,1,135070840227288,train,synth/sao_pairs_n03/WIND/135070840227288.wav,n03
sao_n03:WIND:183056808754457,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:152980,gen,1,183056808754457,train,synth/sao_pairs_n03/WIND/183056808754457.wav,n03
sao_n03:WIND:202492621939234,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:153412,gen,1,202492621939234,train,synth/sao_pairs_n03/WIND/202492621939234.wav,n03
sao_n03:WIND:111463923455259,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:162252,gen,1,111463923455259,train,synth/sao_pairs_n03/WIND/111463923455259.wav,n03
sao_n03:WIND:241931725783566,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:165345,gen,1,241931725783566,val,synth/sao_pairs_n03/WIND/241931725783566.wav,n03
sao_n03:WIND:23816933644469,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:175231,gen,1,23816933644469,train,synth/sao_pairs_n03/WIND/23816933644469.wav,n03
sao_n03:WIND:256843328459144,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:175232,gen,1,256843328459144,train,synth/sao_pairs_n03/WIND/256843328459144.wav,n03
sao_n03:WIND:108797466767767,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:175428,gen,1,108797466767767,val,synth/sao_pairs_n03/WIND/108797466767767.wav,n03
sao_n03:WIND:220610063816405,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:17607,gen,1,220610063816405,val,synth/sao_pairs_n03/WIND/220610063816405.wav,n03
sao_n03:WIND:88226501914110,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:179899,gen,1,88226501914110,train,synth/sao_pairs_n03/WIND/88226501914110.wav,n03
sao_n03:WIND:10768111488004,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:179900,gen,1,10768111488004,train,synth/sao_pairs_n03/WIND/10768111488004.wav,n03
sao_n03:WIND:78227870762846,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:179904,gen,1,78227870762846,train,synth/sao_pairs_n03/WIND/78227870762846.wav,n03
sao_n03:WIND:200036932702360,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:179905,gen,1,200036932702360,train,synth/sao_pairs_n03/WIND/200036932702360.wav,n03
sao_n03:WIND:87200543400027,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:180328,gen,1,87200543400027,train,synth/sao_pairs_n03/WIND/87200543400027.wav,n03
sao_n03:WIND:160574057195352,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182897,gen,1,160574057195352,train,synth/sao_pairs_n03/WIND/160574057195352.wav,n03
sao_n03:WIND:143590610857578,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182898,gen,1,143590610857578,train,synth/sao_pairs_n03/WIND/143590610857578.wav,n03
sao_n03:WIND:253318652308181,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182900,gen,1,253318652308181,train,synth/sao_pairs_n03/WIND/253318652308181.wav,n03
sao_n03:WIND:251731842734879,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182902,gen,1,251731842734879,train,synth/sao_pairs_n03/WIND/251731842734879.wav,n03
sao_n03:WIND:142506404956377,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182904,gen,1,142506404956377,train,synth/sao_pairs_n03/WIND/142506404956377.wav,n03
sao_n03:WIND:12362292036589,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182905,gen,1,12362292036589,train,synth/sao_pairs_n03/WIND/12362292036589.wav,n03
sao_n03:WIND:76490530897278,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182906,gen,1,76490530897278,train,synth/sao_pairs_n03/WIND/76490530897278.wav,n03
sao_n03:WIND:180419568072408,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182907,gen,1,180419568072408,train,synth/sao_pairs_n03/WIND/180419568072408.wav,n03
sao_n03:WIND:118975154973839,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182908,gen,1,118975154973839,train,synth/sao_pairs_n03/WIND/118975154973839.wav,n03
sao_n03:WIND:231206517840328,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182910,gen,1,231206517840328,train,synth/sao_pairs_n03/WIND/231206517840328.wav,n03
sao_n03:WIND:210433573631166,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182911,gen,1,210433573631166,train,synth/sao_pairs_n03/WIND/210433573631166.wav,n03
sao_n03:WIND:276392914011311,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182912,gen,1,276392914011311,train,synth/sao_pairs_n03/WIND/276392914011311.wav,n03
sao_n03:WIND:250917605309154,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182919,gen,1,250917605309154,train,synth/sao_pairs_n03/WIND/250917605309154.wav,n03
sao_n03:WIND:102495825346184,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182920,gen,1,102495825346184,train,synth/sao_pairs_n03/WIND/102495825346184.wav,n03
sao_n03:WIND:274090677249446,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182921,gen,1,274090677249446,train,synth/sao_pairs_n03/WIND/274090677249446.wav,n03
sao_n03:WIND:140271828964899,synth,WIND,other,stable_audio_open,sao,synth,generated,fsd:dev:WIND:182923,gen,1,140271828964899,train,synth/sao_pairs_n03/WIND/140271828964899.wav,n03
sao_n03:WOOD:59986841217722,synth,WOOD,other,stable_audio_open,sao,synth,generated,fsd:dev:WOOD:104003,gen,1,59986841217722,train,synth/sao_pairs_n03/WOOD/59986841217722.wav,n03
sao_n03:WOOD:44742057050563,synth,WOOD,other,stable_audio_open,sao,synth,generated,fsd:dev:WOOD:104006,gen,1,44742057050563,train,synth/sao_pairs_n03/WOOD/44742057050563.wav,n03
sao_n03:WOOD:53693034564870,synth,WOOD,other,stable_audio_open,sao,synth,generated,fsd:dev:WOOD:109359,gen,1,53693034564870,train,synth/sao_pairs_n03/WOOD/53693034564870.wav,n03
sao_n03:WOOD:263103184836883,synth,WOOD,other,stable_audio_open,sao,synth,generated,fsd:dev:WOOD:114230,gen,1,263103184836883,train,synth/sao_pairs_n03/WOOD/263103184836883.wav,n03
sao_n03:WOOD:109910717060793,synth,WOOD,other,stable_audio_open,sao,synth,generated,fsd:dev:WOOD:114231,gen,1,109910717060793,train,synth/sao_pairs_n03/WOOD/109910717060793.wav,n03
sao_n03:WOOD:61329738574629,synth,WOOD,other,stable_audio_open,sao,synth,generated,fsd:dev:WOOD:114232,gen,1,61329738574629,train,synth/sao_pairs_n03/WOOD/61329738574629.wav,n03
