clip_id,domain,event,morphology,source,system_id,track,orig_dataset,orig_id,dcase_subset,is_cc,instance_id,split,path,cond
fsd:dev:CLTH:111117,real,CLTH,texture,fsd50k,real,real,fsd50k,111117,dev,1,192633160842781,train,fsd50k/FSD50K.dev_audio/111117.wav,real
el:CLTH:192633160842781,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:111117,gen,1,192633160842781,train,synth/el_pairs/CLTH/192633160842781.mp3,elevenlabs
fsd:dev:CLTH:111120,real,CLTH,texture,fsd50k,real,real,fsd50k,111120,dev,1,190720927831217,train,fsd50k/FSD50K.dev_audio/111120.wav,real
el:CLTH:190720927831217,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:111120,gen,1,190720927831217,train,synth/el_pairs/CLTH/190720927831217.mp3,elevenlabs
fsd:dev:CLTH:112647,real,CLTH,texture,fsd50k,real,real,fsd50k,112647,dev,1,245202846575914,train,fsd50k/FSD50K.dev_audio/112647.wav,real
el:CLTH:245202846575914,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:112647,gen,1,245202846575914,train,synth/el_pairs/CLTH/245202846575914.mp3,elevenlabs
fsd:dev:CLTH:113315,real,CLTH,texture,fsd50k,real,real,fsd50k,113315,dev,1,205369180420014,val,fsd50k/FSD50K.dev_audio/113315.wav,real
el:CLTH:205369180420014,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:113315,gen,1,205369180420014,val,synth/el_pairs/CLTH/205369180420014.mp3,elevenlabs
fsd:dev:CLTH:116754,real,CLTH,texture,fsd50k,real,real,fsd50k,116754,dev,1,258820654478766,train,fsd50k/FSD50K.dev_audio/116754.wav,real
el:CLTH:258820654478766,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:116754,gen,1,258820654478766,train,synth/el_pairs/CLTH/258820654478766.mp3,elevenlabs
fsd:dev:CLTH:116755,real,CLTH,texture,fsd50k,real,real,fsd50k,116755,dev,1,190559808103755,train,fsd50k/FSD50K.dev_audio/116755.wav,real
el:CLTH:190559808103755,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:116755,gen,1,190559808103755,train,synth/el_pairs/CLTH/190559808103755.mp3,elevenlabs
fsd:dev:CLTH:118049,real,CLTH,texture,fsd50k,real,real,fsd50k,118049,dev,1,24859779303613,val,fsd50k/FSD50K.dev_audio/118049.wav,real
el:CLTH:24859779303613,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:118049,gen,1,24859779303613,val,synth/el_pairs/CLTH/24859779303613.mp3,elevenlabs
fsd:dev:CLTH:119907,real,CLTH,texture,fsd50k,real,real,fsd50k,119907,dev,1,26837778020188,train,fsd50k/FSD50K.dev_audio/119907.wav,real
el:CLTH:26837778020188,synth,CLTH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CLTH:119907,gen,1,26837778020188,train,synth/el_pairs/CLTH/26837778020188.mp3,elevenlabs
fsd:dev:COMP:104168,real,COMP,mechanical,fsd50k,real,real,fsd50k,104168,dev,1,163019669246650,train,fsd50k/FSD50K.dev_audio/104168.wav,real
el:COMP:163019669246650,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:104168,gen,1,163019669246650,train,synth/el_pairs/COMP/163019669246650.mp3,elevenlabs
fsd:dev:COMP:109316,real,COMP,mechanical,fsd50k,real,real,fsd50k,109316,dev,1,235581049845756,train,fsd50k/FSD50K.dev_audio/109316.wav,real
el:COMP:235581049845756,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:109316,gen,1,235581049845756,train,synth/el_pairs/COMP/235581049845756.mp3,elevenlabs
fsd:dev:COMP:113689,real,COMP,mechanical,fsd50k,real,real,fsd50k,113689,dev,1,22191767355655,train,fsd50k/FSD50K.dev_audio/113689.wav,real
el:COMP:22191767355655,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:113689,gen,1,22191767355655,train,synth/el_pairs/COMP/22191767355655.mp3,elevenlabs
fsd:dev:COMP:119134,real,COMP,mechanical,fsd50k,real,real,fsd50k,119134,dev,1,31150984312089,train,fsd50k/FSD50K.dev_audio/119134.wav,real
el:COMP:31150984312089,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:119134,gen,1,31150984312089,train,synth/el_pairs/COMP/31150984312089.mp3,elevenlabs
fsd:dev:COMP:119135,real,COMP,mechanical,fsd50k,real,real,fsd50k,119135,dev,1,200994497715158,train,fsd50k/FSD50K.dev_audio/119135.wav,real
el:COMP:200994497715158,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:119135,gen,1,200994497715158,train,synth/el_pairs/COMP/200994497715158.mp3,elevenlabs
fsd:dev:COMP:120333,real,COMP,mechanical,fsd50k,real,real,fsd50k,120333,dev,1,249974259961017,train,fsd50k/FSD50K.dev_audio/120333.wav,real
el:COMP:249974259961017,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:120333,gen,1,249974259961017,train,synth/el_pairs/COMP/249974259961017.mp3,elevenlabs
fsd:dev:COMP:125408,real,COMP,mechanical,fsd50k,real,real,fsd50k,125408,dev,1,246474782993191,train,fsd50k/FSD50K.dev_audio/125408.wav,real
el:COMP:246474782993191,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:125408,gen,1,246474782993191,train,synth/el_pairs/COMP/246474782993191.mp3,elevenlabs
fsd:dev:COMP:125548,real,COMP,mechanical,fsd50k,real,real,fsd50k,125548,dev,1,228372964062845,train,fsd50k/FSD50K.dev_audio/125548.wav,real
el:COMP:228372964062845,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:125548,gen,1,228372964062845,train,synth/el_pairs/COMP/228372964062845.mp3,elevenlabs
fsd:dev:COMP:125553,real,COMP,mechanical,fsd50k,real,real,fsd50k,125553,dev,1,224816796240455,train,fsd50k/FSD50K.dev_audio/125553.wav,real
el:COMP:224816796240455,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:125553,gen,1,224816796240455,train,synth/el_pairs/COMP/224816796240455.mp3,elevenlabs
fsd:dev:COMP:133657,real,COMP,mechanical,fsd50k,real,real,fsd50k,133657,dev,1,22889869942319,train,fsd50k/FSD50K.dev_audio/133657.wav,real
el:COMP:22889869942319,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:133657,gen,1,22889869942319,train,synth/el_pairs/COMP/22889869942319.mp3,elevenlabs
fsd:dev:COMP:134962,real,COMP,mechanical,fsd50k,real,real,fsd50k,134962,dev,1,43570754327122,train,fsd50k/FSD50K.dev_audio/134962.wav,real
el:COMP:43570754327122,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:134962,gen,1,43570754327122,train,synth/el_pairs/COMP/43570754327122.mp3,elevenlabs
fsd:dev:COMP:136,real,COMP,mechanical,fsd50k,real,real,fsd50k,136,dev,1,5958093647283,train,fsd50k/FSD50K.dev_audio/136.wav,real
el:COMP:5958093647283,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:136,gen,1,5958093647283,train,synth/el_pairs/COMP/5958093647283.mp3,elevenlabs
fsd:dev:COMP:137,real,COMP,mechanical,fsd50k,real,real,fsd50k,137,dev,1,185234730862389,train,fsd50k/FSD50K.dev_audio/137.wav,real
el:COMP:185234730862389,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:137,gen,1,185234730862389,train,synth/el_pairs/COMP/185234730862389.mp3,elevenlabs
fsd:dev:COMP:138407,real,COMP,mechanical,fsd50k,real,real,fsd50k,138407,dev,1,51368102566857,train,fsd50k/FSD50K.dev_audio/138407.wav,real
el:COMP:51368102566857,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:138407,gen,1,51368102566857,train,synth/el_pairs/COMP/51368102566857.mp3,elevenlabs
fsd:dev:COMP:144105,real,COMP,mechanical,fsd50k,real,real,fsd50k,144105,dev,1,273806900245835,train,fsd50k/FSD50K.dev_audio/144105.wav,real
el:COMP:273806900245835,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:144105,gen,1,273806900245835,train,synth/el_pairs/COMP/273806900245835.mp3,elevenlabs
fsd:dev:COMP:144106,real,COMP,mechanical,fsd50k,real,real,fsd50k,144106,dev,1,66965996319080,train,fsd50k/FSD50K.dev_audio/144106.wav,real
el:COMP:66965996319080,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:144106,gen,1,66965996319080,train,synth/el_pairs/COMP/66965996319080.mp3,elevenlabs
fsd:dev:COMP:14579,real,COMP,mechanical,fsd50k,real,real,fsd50k,14579,dev,1,177501676534108,train,fsd50k/FSD50K.dev_audio/14579.wav,real
el:COMP:177501676534108,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:14579,gen,1,177501676534108,train,synth/el_pairs/COMP/177501676534108.mp3,elevenlabs
fsd:dev:COMP:149750,real,COMP,mechanical,fsd50k,real,real,fsd50k,149750,dev,1,185080912244324,train,fsd50k/FSD50K.dev_audio/149750.wav,real
el:COMP:185080912244324,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:149750,gen,1,185080912244324,train,synth/el_pairs/COMP/185080912244324.mp3,elevenlabs
fsd:dev:COMP:149752,real,COMP,mechanical,fsd50k,real,real,fsd50k,149752,dev,1,45498869314214,train,fsd50k/FSD50K.dev_audio/149752.wav,real
el:COMP:45498869314214,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:149752,gen,1,45498869314214,train,synth/el_pairs/COMP/45498869314214.mp3,elevenlabs
fsd:dev:COMP:149760,real,COMP,mechanical,fsd50k,real,real,fsd50k,149760,dev,1,97449633602432,train,fsd50k/FSD50K.dev_audio/149760.wav,real
el:COMP:97449633602432,synth,COMP,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:COMP:149760,gen,1,97449633602432,train,synth/el_pairs/COMP/97449633602432.mp3,elevenlabs
fsd:dev:CREA:10380,real,CREA,vocal,fsd50k,real,real,fsd50k,10380,dev,1,36420525983016,train,fsd50k/FSD50K.dev_audio/10380.wav,real
el:CREA:36420525983016,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:10380,gen,1,36420525983016,train,synth/el_pairs/CREA/36420525983016.mp3,elevenlabs
fsd:dev:CREA:10381,real,CREA,vocal,fsd50k,real,real,fsd50k,10381,dev,1,75727778798324,train,fsd50k/FSD50K.dev_audio/10381.wav,real
el:CREA:75727778798324,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:10381,gen,1,75727778798324,train,synth/el_pairs/CREA/75727778798324.mp3,elevenlabs
fsd:dev:CREA:118202,real,CREA,vocal,fsd50k,real,real,fsd50k,118202,dev,1,91742001373817,train,fsd50k/FSD50K.dev_audio/118202.wav,real
el:CREA:91742001373817,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:118202,gen,1,91742001373817,train,synth/el_pairs/CREA/91742001373817.mp3,elevenlabs
fsd:dev:CREA:121889,real,CREA,vocal,fsd50k,real,real,fsd50k,121889,dev,1,278398967429590,val,fsd50k/FSD50K.dev_audio/121889.wav,real
el:CREA:278398967429590,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:121889,gen,1,278398967429590,val,synth/el_pairs/CREA/278398967429590.mp3,elevenlabs
fsd:dev:CREA:125555,real,CREA,vocal,fsd50k,real,real,fsd50k,125555,dev,1,77055056288894,train,fsd50k/FSD50K.dev_audio/125555.wav,real
el:CREA:77055056288894,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:125555,gen,1,77055056288894,train,synth/el_pairs/CREA/77055056288894.mp3,elevenlabs
fsd:dev:CREA:126730,real,CREA,vocal,fsd50k,real,real,fsd50k,126730,dev,1,142102877964528,train,fsd50k/FSD50K.dev_audio/126730.wav,real
el:CREA:142102877964528,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:126730,gen,1,142102877964528,train,synth/el_pairs/CREA/142102877964528.mp3,elevenlabs
fsd:dev:CREA:126731,real,CREA,vocal,fsd50k,real,real,fsd50k,126731,dev,1,265741164436817,train,fsd50k/FSD50K.dev_audio/126731.wav,real
el:CREA:265741164436817,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:126731,gen,1,265741164436817,train,synth/el_pairs/CREA/265741164436817.mp3,elevenlabs
fsd:dev:CREA:126732,real,CREA,vocal,fsd50k,real,real,fsd50k,126732,dev,1,13132346286285,train,fsd50k/FSD50K.dev_audio/126732.wav,real
el:CREA:13132346286285,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:126732,gen,1,13132346286285,train,synth/el_pairs/CREA/13132346286285.mp3,elevenlabs
fsd:dev:CREA:14160,real,CREA,vocal,fsd50k,real,real,fsd50k,14160,dev,1,264896630115882,train,fsd50k/FSD50K.dev_audio/14160.wav,real
el:CREA:264896630115882,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:14160,gen,1,264896630115882,train,synth/el_pairs/CREA/264896630115882.mp3,elevenlabs
fsd:dev:CREA:146960,real,CREA,vocal,fsd50k,real,real,fsd50k,146960,dev,1,211949448962585,train,fsd50k/FSD50K.dev_audio/146960.wav,real
el:CREA:211949448962585,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146960,gen,1,211949448962585,train,synth/el_pairs/CREA/211949448962585.mp3,elevenlabs
fsd:dev:CREA:146961,real,CREA,vocal,fsd50k,real,real,fsd50k,146961,dev,1,206224472154339,train,fsd50k/FSD50K.dev_audio/146961.wav,real
el:CREA:206224472154339,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146961,gen,1,206224472154339,train,synth/el_pairs/CREA/206224472154339.mp3,elevenlabs
fsd:dev:CREA:146962,real,CREA,vocal,fsd50k,real,real,fsd50k,146962,dev,1,252104565474340,train,fsd50k/FSD50K.dev_audio/146962.wav,real
el:CREA:252104565474340,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146962,gen,1,252104565474340,train,synth/el_pairs/CREA/252104565474340.mp3,elevenlabs
fsd:dev:CREA:146963,real,CREA,vocal,fsd50k,real,real,fsd50k,146963,dev,1,134977809638070,train,fsd50k/FSD50K.dev_audio/146963.wav,real
el:CREA:134977809638070,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146963,gen,1,134977809638070,train,synth/el_pairs/CREA/134977809638070.mp3,elevenlabs
fsd:dev:CREA:146966,real,CREA,vocal,fsd50k,real,real,fsd50k,146966,dev,1,279055447656096,train,fsd50k/FSD50K.dev_audio/146966.wav,real
el:CREA:279055447656096,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146966,gen,1,279055447656096,train,synth/el_pairs/CREA/279055447656096.mp3,elevenlabs
fsd:dev:CREA:146967,real,CREA,vocal,fsd50k,real,real,fsd50k,146967,dev,1,60353329618203,train,fsd50k/FSD50K.dev_audio/146967.wav,real
el:CREA:60353329618203,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146967,gen,1,60353329618203,train,synth/el_pairs/CREA/60353329618203.mp3,elevenlabs
fsd:dev:CREA:146968,real,CREA,vocal,fsd50k,real,real,fsd50k,146968,dev,1,243666903704233,train,fsd50k/FSD50K.dev_audio/146968.wav,real
el:CREA:243666903704233,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146968,gen,1,243666903704233,train,synth/el_pairs/CREA/243666903704233.mp3,elevenlabs
fsd:dev:CREA:146972,real,CREA,vocal,fsd50k,real,real,fsd50k,146972,dev,1,83032190742268,train,fsd50k/FSD50K.dev_audio/146972.wav,real
el:CREA:83032190742268,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:146972,gen,1,83032190742268,train,synth/el_pairs/CREA/83032190742268.mp3,elevenlabs
fsd:dev:CREA:148416,real,CREA,vocal,fsd50k,real,real,fsd50k,148416,dev,1,223837188243687,val,fsd50k/FSD50K.dev_audio/148416.wav,real
el:CREA:223837188243687,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:148416,gen,1,223837188243687,val,synth/el_pairs/CREA/223837188243687.mp3,elevenlabs
fsd:dev:CREA:154636,real,CREA,vocal,fsd50k,real,real,fsd50k,154636,dev,1,170833113412092,train,fsd50k/FSD50K.dev_audio/154636.wav,real
el:CREA:170833113412092,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:154636,gen,1,170833113412092,train,synth/el_pairs/CREA/170833113412092.mp3,elevenlabs
fsd:dev:CREA:154637,real,CREA,vocal,fsd50k,real,real,fsd50k,154637,dev,1,64753327920309,train,fsd50k/FSD50K.dev_audio/154637.wav,real
el:CREA:64753327920309,synth,CREA,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CREA:154637,gen,1,64753327920309,train,synth/el_pairs/CREA/64753327920309.mp3,elevenlabs
fsd:dev:CRSH:109398,real,CRSH,transient,fsd50k,real,real,fsd50k,109398,dev,1,137581498345513,train,fsd50k/FSD50K.dev_audio/109398.wav,real
el:CRSH:137581498345513,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:109398,gen,1,137581498345513,train,synth/el_pairs/CRSH/137581498345513.mp3,elevenlabs
fsd:dev:CRSH:124186,real,CRSH,transient,fsd50k,real,real,fsd50k,124186,dev,1,77521754102077,train,fsd50k/FSD50K.dev_audio/124186.wav,real
el:CRSH:77521754102077,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:124186,gen,1,77521754102077,train,synth/el_pairs/CRSH/77521754102077.mp3,elevenlabs
fsd:dev:CRSH:124190,real,CRSH,transient,fsd50k,real,real,fsd50k,124190,dev,1,277337623329394,train,fsd50k/FSD50K.dev_audio/124190.wav,real
el:CRSH:277337623329394,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:124190,gen,1,277337623329394,train,synth/el_pairs/CRSH/277337623329394.mp3,elevenlabs
fsd:dev:CRSH:124193,real,CRSH,transient,fsd50k,real,real,fsd50k,124193,dev,1,36535540486378,train,fsd50k/FSD50K.dev_audio/124193.wav,real
el:CRSH:36535540486378,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:124193,gen,1,36535540486378,train,synth/el_pairs/CRSH/36535540486378.mp3,elevenlabs
fsd:dev:CRSH:124194,real,CRSH,transient,fsd50k,real,real,fsd50k,124194,dev,1,69816525539534,train,fsd50k/FSD50K.dev_audio/124194.wav,real
el:CRSH:69816525539534,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:124194,gen,1,69816525539534,train,synth/el_pairs/CRSH/69816525539534.mp3,elevenlabs
fsd:dev:CRSH:124195,real,CRSH,transient,fsd50k,real,real,fsd50k,124195,dev,1,201288609477563,train,fsd50k/FSD50K.dev_audio/124195.wav,real
el:CRSH:201288609477563,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:124195,gen,1,201288609477563,train,synth/el_pairs/CRSH/201288609477563.mp3,elevenlabs
fsd:dev:CRSH:135712,real,CRSH,transient,fsd50k,real,real,fsd50k,135712,dev,1,200267305420834,train,fsd50k/FSD50K.dev_audio/135712.wav,real
el:CRSH:200267305420834,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:135712,gen,1,200267305420834,train,synth/el_pairs/CRSH/200267305420834.mp3,elevenlabs
fsd:dev:CRSH:148072,real,CRSH,transient,fsd50k,real,real,fsd50k,148072,dev,1,7179437955016,train,fsd50k/FSD50K.dev_audio/148072.wav,real
el:CRSH:7179437955016,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:148072,gen,1,7179437955016,train,synth/el_pairs/CRSH/7179437955016.mp3,elevenlabs
fsd:dev:CRSH:151673,real,CRSH,transient,fsd50k,real,real,fsd50k,151673,dev,1,65419604848773,val,fsd50k/FSD50K.dev_audio/151673.wav,real
el:CRSH:65419604848773,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:151673,gen,1,65419604848773,val,synth/el_pairs/CRSH/65419604848773.mp3,elevenlabs
fsd:dev:CRSH:188393,real,CRSH,transient,fsd50k,real,real,fsd50k,188393,dev,1,222081345515464,train,fsd50k/FSD50K.dev_audio/188393.wav,real
el:CRSH:222081345515464,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:188393,gen,1,222081345515464,train,synth/el_pairs/CRSH/222081345515464.mp3,elevenlabs
fsd:dev:CRSH:188396,real,CRSH,transient,fsd50k,real,real,fsd50k,188396,dev,1,73246430641903,train,fsd50k/FSD50K.dev_audio/188396.wav,real
el:CRSH:73246430641903,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:188396,gen,1,73246430641903,train,synth/el_pairs/CRSH/73246430641903.mp3,elevenlabs
fsd:dev:CRSH:188397,real,CRSH,transient,fsd50k,real,real,fsd50k,188397,dev,1,21753711328012,train,fsd50k/FSD50K.dev_audio/188397.wav,real
el:CRSH:21753711328012,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:188397,gen,1,21753711328012,train,synth/el_pairs/CRSH/21753711328012.mp3,elevenlabs
fsd:dev:CRSH:203378,real,CRSH,transient,fsd50k,real,real,fsd50k,203378,dev,1,261707163089889,train,fsd50k/FSD50K.dev_audio/203378.wav,real
el:CRSH:261707163089889,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:203378,gen,1,261707163089889,train,synth/el_pairs/CRSH/261707163089889.mp3,elevenlabs
fsd:dev:CRSH:204031,real,CRSH,transient,fsd50k,real,real,fsd50k,204031,dev,1,36105901703840,train,fsd50k/FSD50K.dev_audio/204031.wav,real
el:CRSH:36105901703840,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:204031,gen,1,36105901703840,train,synth/el_pairs/CRSH/36105901703840.mp3,elevenlabs
fsd:dev:CRSH:204126,real,CRSH,transient,fsd50k,real,real,fsd50k,204126,dev,1,218419855277368,train,fsd50k/FSD50K.dev_audio/204126.wav,real
el:CRSH:218419855277368,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:204126,gen,1,218419855277368,train,synth/el_pairs/CRSH/218419855277368.mp3,elevenlabs
fsd:dev:CRSH:205556,real,CRSH,transient,fsd50k,real,real,fsd50k,205556,dev,1,34423502224166,train,fsd50k/FSD50K.dev_audio/205556.wav,real
el:CRSH:34423502224166,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:205556,gen,1,34423502224166,train,synth/el_pairs/CRSH/34423502224166.mp3,elevenlabs
fsd:dev:CRSH:205557,real,CRSH,transient,fsd50k,real,real,fsd50k,205557,dev,1,22530316180566,train,fsd50k/FSD50K.dev_audio/205557.wav,real
el:CRSH:22530316180566,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:205557,gen,1,22530316180566,train,synth/el_pairs/CRSH/22530316180566.mp3,elevenlabs
fsd:dev:CRSH:211163,real,CRSH,transient,fsd50k,real,real,fsd50k,211163,dev,1,227746378106535,train,fsd50k/FSD50K.dev_audio/211163.wav,real
el:CRSH:227746378106535,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:211163,gen,1,227746378106535,train,synth/el_pairs/CRSH/227746378106535.mp3,elevenlabs
fsd:dev:CRSH:211165,real,CRSH,transient,fsd50k,real,real,fsd50k,211165,dev,1,255924658070695,train,fsd50k/FSD50K.dev_audio/211165.wav,real
el:CRSH:255924658070695,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:211165,gen,1,255924658070695,train,synth/el_pairs/CRSH/255924658070695.mp3,elevenlabs
fsd:dev:CRSH:219042,real,CRSH,transient,fsd50k,real,real,fsd50k,219042,dev,1,143295670905068,train,fsd50k/FSD50K.dev_audio/219042.wav,real
el:CRSH:143295670905068,synth,CRSH,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRSH:219042,gen,1,143295670905068,train,synth/el_pairs/CRSH/143295670905068.mp3,elevenlabs
fsd:dev:CRWD:101309,real,CRWD,ambience,fsd50k,real,real,fsd50k,101309,dev,1,148470257875718,train,fsd50k/FSD50K.dev_audio/101309.wav,real
el:CRWD:148470257875718,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101309,gen,1,148470257875718,train,synth/el_pairs/CRWD/148470257875718.mp3,elevenlabs
fsd:dev:CRWD:101310,real,CRWD,ambience,fsd50k,real,real,fsd50k,101310,dev,1,198283183188163,train,fsd50k/FSD50K.dev_audio/101310.wav,real
el:CRWD:198283183188163,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101310,gen,1,198283183188163,train,synth/el_pairs/CRWD/198283183188163.mp3,elevenlabs
fsd:dev:CRWD:101311,real,CRWD,ambience,fsd50k,real,real,fsd50k,101311,dev,1,105532928762254,train,fsd50k/FSD50K.dev_audio/101311.wav,real
el:CRWD:105532928762254,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101311,gen,1,105532928762254,train,synth/el_pairs/CRWD/105532928762254.mp3,elevenlabs
fsd:dev:CRWD:101312,real,CRWD,ambience,fsd50k,real,real,fsd50k,101312,dev,1,139874424122658,train,fsd50k/FSD50K.dev_audio/101312.wav,real
el:CRWD:139874424122658,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101312,gen,1,139874424122658,train,synth/el_pairs/CRWD/139874424122658.mp3,elevenlabs
fsd:dev:CRWD:101313,real,CRWD,ambience,fsd50k,real,real,fsd50k,101313,dev,1,97501099095988,train,fsd50k/FSD50K.dev_audio/101313.wav,real
el:CRWD:97501099095988,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101313,gen,1,97501099095988,train,synth/el_pairs/CRWD/97501099095988.mp3,elevenlabs
fsd:dev:CRWD:101314,real,CRWD,ambience,fsd50k,real,real,fsd50k,101314,dev,1,190479290542820,train,fsd50k/FSD50K.dev_audio/101314.wav,real
el:CRWD:190479290542820,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101314,gen,1,190479290542820,train,synth/el_pairs/CRWD/190479290542820.mp3,elevenlabs
fsd:dev:CRWD:101315,real,CRWD,ambience,fsd50k,real,real,fsd50k,101315,dev,1,24141690142981,train,fsd50k/FSD50K.dev_audio/101315.wav,real
el:CRWD:24141690142981,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101315,gen,1,24141690142981,train,synth/el_pairs/CRWD/24141690142981.mp3,elevenlabs
fsd:dev:CRWD:101318,real,CRWD,ambience,fsd50k,real,real,fsd50k,101318,dev,1,274324731453416,train,fsd50k/FSD50K.dev_audio/101318.wav,real
el:CRWD:274324731453416,synth,CRWD,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:CRWD:101318,gen,1,274324731453416,train,synth/el_pairs/CRWD/274324731453416.mp3,elevenlabs
